Transaction_ID,Date,Customer_ID,Product_ID,Quantity,Total_Cost,Discount_Rate,Sales_Channel,Order_Priority,Warehouse_Code,Ship_Mode,Delivery_Status,Customer_Satisfaction,Item_Returned,Return_Reason,Payment_Type,Taxable,Region,Country
969,2020-01-08 19:40:32.432432,1037,504,2,2156.8880375592453,0.05,Online,Low,WH-1,Overnight,Delivered,Satisfied,True,Late,Credit Card,False,North,USA
706,2020-01-06 12:19:27.567567,1036,519,1,1644.2497299673716,0.15,Partner,High,WH-3,2-Day,Cancelled,Satisfied,False,Late,Cash,True,North,Mexico
630,2020-01-03 10:35:40.540540,1087,501,5,9879.693506505686,0.0,Online,Critical,WH-1,Overnight,Pending,Unsatisfied,True,Wrong Item,Wire Transfer,False,South,Mexico
38,2020-01-08 17:04:51.891891,1085,532,3,5179.406172156327,0.0,Direct,Low,WH-3,2-Day,Delivered,Satisfied,False,Damaged,PayPal,False,West,USA
135,2020-01-08 13:11:21.081081,1021,517,5,2148.212478372709,0.15,Direct,Medium,WH-2,2-Day,Pending,Unsatisfied,False,Not Specified,Cash,False,South,Mexico
774,2020-01-08 20:32:25.945945,1070,542,9,2182.9584706149426,0.15,Direct,Critical,WH-3,Express,Cancelled,Unsatisfied,False,Damaged,Wire Transfer,True,West,USA
152,2020-01-03 01:43:47.027027,1090,501,8,2727.043200109389,0.0,Reseller,Low,WH-3,Overnight,Pending,Neutral,False,Wrong Item,PayPal,True,South,Canada
507,2020-01-09 11:40:32.432432,1071,553,8,8580.458016143602,0.1,Direct,Medium,WH-3,Regular,Backorder,Unsatisfied,True,Late,Credit Card,False,South,USA
107,2020-01-08 18:22:42.162162,1034,558,8,6170.651560193233,0.1,Partner,High,WH-2,Express,Pending,Neutral,False,Wrong Item,PayPal,True,East,USA
23,2020-01-07 22:16:12.972972,1006,532,9,4855.098529248661,0.0,Direct,High,WH-1,Overnight,Backorder,Neutral,False,Not Specified,PayPal,True,South,Canada
522,2020-01-02 13:50:16.216216,1084,534,6,2903.7502387424056,0.2,Partner,Critical,WH-3,2-Day,Pending,Satisfied,False,Late,PayPal,False,South,Mexico
369,2020-01-09 01:43:47.027027,1078,537,5,873.059435295697,0.0,Direct,Low,WH-2,2-Day,Pending,Satisfied,True,Damaged,PayPal,False,West,USA
527,2020-01-05 20:06:29.189189,1063,539,1,6901.469533565044,0.1,Partner,Low,WH-3,2-Day,Cancelled,Satisfied,False,Late,Wire Transfer,True,South,Canada
413,2020-01-09 14:42:09.729729,1005,544,9,2699.014530770332,0.05,Partner,Medium,WH-2,Overnight,Backorder,Satisfied,False,Not Specified,PayPal,False,North,Canada
704,2020-01-07 05:11:21.081081,1051,513,9,9379.93419713886,0.2,Online,Critical,WH-3,Express,Backorder,Satisfied,False,Wrong Item,Credit Card,False,East,USA
111,2020-01-05 03:40:32.432432,1077,546,6,8361.753996603446,0.15,Partner,Medium,WH-2,Express,Cancelled,Neutral,True,Late,Cash,False,North,USA
968,2020-01-07 14:03:14.594594,1070,526,7,5096.553818483975,0.05,Partner,Low,WH-1,2-Day,Cancelled,Satisfied,False,Unknown,Credit Card,True,West,USA
438,2020-01-07 17:56:45.405405,1012,528,2,4548.151760546192,0.0,Partner,Medium,WH-1,Overnight,Pending,Neutral,False,Wrong Item,PayPal,False,West,Mexico
876,2020-01-02 15:08:06.486486,1065,503,1,728.0479260264442,0.1,Direct,Critical,WH-1,Regular,Delivered,Unsatisfied,True,Not Specified,Wire Transfer,True,East,Mexico
242,2020-01-09 14:55:08.108108,1024,546,5,8352.23520481891,0.1,Online,High,WH-3,Express,Delivered,Unsatisfied,False,Damaged,Cash,True,South,Mexico
256,2020-01-08 08:51:53.513513,1004,533,4,1481.01758431296,0.1,Direct,Low,WH-3,2-Day,Delivered,Unsatisfied,True,Not Specified,PayPal,False,East,Mexico
943,2020-01-03 07:47:01.621621,1067,533,8,2496.0183326673423,0.0,Reseller,Low,WH-2,Express,Delivered,Neutral,True,Wrong Item,Cash,True,South,Canada
844,2020-01-06 20:58:22.702702,1013,532,6,5799.799918770696,0.1,Direct,High,WH-1,Express,Delivered,Neutral,True,Damaged,Wire Transfer,False,South,Canada
221,2020-01-06 03:53:30.810810,1052,546,2,5548.8216847984,0.15,Partner,Medium,WH-2,Overnight,Backorder,Unsatisfied,False,Wrong Item,Cash,True,South,Mexico
179,2020-01-07 22:03:14.594594,1078,550,2,3762.17367068762,0.0,Direct,Critical,WH-1,2-Day,Cancelled,Unsatisfied,False,Wrong Item,PayPal,False,East,Mexico
933,2020-01-01 09:56:45.405405,1032,557,6,6857.580784286234,0.0,Partner,Critical,WH-2,Overnight,Pending,Neutral,False,Damaged,PayPal,True,East,USA
543,2020-01-04 14:16:12.972972,1049,560,5,2577.7819446121225,0.15,Reseller,Critical,WH-1,Overnight,Cancelled,Neutral,False,Damaged,Credit Card,True,South,USA
377,2020-01-03 02:09:43.783783,1007,549,9,6875.384992316773,0.05,Online,High,WH-3,2-Day,Cancelled,Neutral,False,Unknown,Cash,False,North,Canada
584,2020-01-09 22:16:12.972972,1087,516,3,6925.430144790879,0.15,Online,Medium,WH-1,2-Day,Delivered,Unsatisfied,True,Damaged,PayPal,False,South,USA
443,2020-01-06 01:30:48.648648,1089,501,3,8264.400466025749,0.05,Partner,Critical,WH-3,Overnight,Cancelled,Neutral,True,Not Specified,PayPal,True,North,USA
286,2020-01-06 18:35:40.540540,1037,506,9,5080.254939738498,0.15,Online,Low,WH-2,Regular,Backorder,Satisfied,True,Wrong Item,PayPal,True,North,Canada
815,2020-01-02 06:55:08.108108,1099,532,5,2594.632574440118,0.2,Partner,Critical,WH-3,Regular,Delivered,Unsatisfied,False,Damaged,Wire Transfer,True,South,Canada
803,2020-01-02 06:55:08.108108,1093,534,9,6086.00440258147,0.05,Partner,Medium,WH-2,Express,Delivered,Unsatisfied,False,Late,Cash,False,West,Canada
478,2020-01-04 03:14:35.675675,1021,547,9,2684.940662650785,0.05,Direct,Medium,WH-2,Regular,Pending,Satisfied,False,Not Specified,PayPal,False,South,USA
962,2020-01-01 19:14:35.675675,1038,509,1,561.4113990022503,0.0,Direct,Low,WH-1,Overnight,Delivered,Unsatisfied,True,Not Specified,Cash,False,North,Mexico
235,2020-01-05 06:03:14.594594,1004,522,7,8299.319664341838,0.2,Direct,Critical,WH-3,Overnight,Cancelled,Unsatisfied,False,Late,PayPal,True,North,Mexico
693,2020-01-02 10:22:42.162162,1045,547,2,698.8741193539661,0.1,Online,Medium,WH-1,Overnight,Cancelled,Satisfied,True,Wrong Item,Cash,False,East,Mexico
966,2020-01-02 14:16:12.972972,1090,552,3,727.4895200695931,0.0,Direct,Medium,WH-1,Regular,Backorder,Neutral,True,Not Specified,Wire Transfer,False,South,Mexico
940,2020-01-04 08:25:56.756756,1098,508,4,4981.528456425172,0.2,Reseller,Low,WH-3,Overnight,Delivered,Unsatisfied,False,Late,Cash,False,East,USA
170,2020-01-07 12:45:24.324324,1052,546,2,7302.474745800372,0.0,Partner,Low,WH-3,Regular,Delivered,Satisfied,True,Wrong Item,Credit Card,True,South,Canada
883,2020-01-02 03:01:37.297297,1068,502,2,3495.9555610281163,0.2,Direct,Medium,WH-1,2-Day,Pending,Unsatisfied,False,Late,PayPal,False,West,Mexico
842,2020-01-05 16:00:00.000000,1030,538,1,5877.175036434299,0.2,Reseller,Medium,WH-2,Overnight,Pending,Neutral,False,Late,Wire Transfer,False,West,Mexico
108,2020-01-08 08:12:58.378378,1006,523,3,5096.553818483975,0.15,Online,Critical,WH-3,Regular,Backorder,Unsatisfied,False,Not Specified,Cash,True,North,USA
571,2020-01-01 11:27:34.054054,1097,547,7,1159.2438160897425,0.0,Online,High,WH-2,Overnight,Backorder,Satisfied,False,Late,Credit Card,True,South,Canada
901,2020-01-04 03:01:37.297297,1052,529,4,5096.553818483975,0.0,Direct,Critical,WH-2,Overnight,Pending,Unsatisfied,True,Not Specified,Credit Card,False,South,USA
3,2020-01-08 17:56:45.405405,1065,543,3,5096.553818483975,0.2,Partner,High,WH-3,Regular,Pending,Unsatisfied,False,Late,Wire Transfer,False,East,Mexico
585,2020-01-08 22:55:08.108108,1059,514,9,6956.515232753864,0.1,Reseller,High,WH-1,Regular,Backorder,Satisfied,True,Wrong Item,Wire Transfer,True,South,Canada
756,2020-01-07 04:45:24.324324,1049,542,7,5096.553818483975,0.2,Partner,High,WH-2,Express,Cancelled,Satisfied,False,Late,Wire Transfer,True,North,USA
226,2020-01-06 13:50:16.216216,1056,511,7,5096.553818483975,0.05,Reseller,Low,WH-1,Regular,Cancelled,Unsatisfied,True,Wrong Item,Cash,False,East,Mexico
476,2020-01-01 07:47:01.621621,1040,543,4,9009.054470532858,0.15,Online,Critical,WH-1,Overnight,Cancelled,Satisfied,False,Damaged,Cash,True,North,USA
754,2020-01-02 17:17:50.270270,1044,556,8,3315.0951180481006,0.1,Online,High,WH-2,Regular,Backorder,Satisfied,True,Not Specified,Wire Transfer,True,West,USA
622,2020-01-06 17:43:47.027027,1002,511,7,4109.801250171249,0.0,Online,Medium,WH-2,Overnight,Pending,Unsatisfied,True,Not Specified,Wire Transfer,False,West,USA
95,2020-01-07 22:42:09.729729,1081,552,4,5096.553818483975,0.0,Direct,Medium,WH-3,2-Day,Backorder,Neutral,True,Damaged,PayPal,False,North,Mexico
949,2020-01-03 23:08:06.486486,1098,534,3,5096.553818483975,0.1,Direct,Critical,WH-3,Express,Cancelled,Unsatisfied,False,Damaged,Cash,True,East,Canada
793,2020-01-03 09:04:51.891891,1086,536,8,4119.042527723012,0.1,Online,Medium,WH-2,2-Day,Cancelled,Satisfied,True,Not Specified,Credit Card,False,West,Mexico
878,2020-01-01 19:27:34.054054,1079,544,4,2182.281426274253,0.1,Direct,Medium,WH-1,Overnight,Backorder,Satisfied,False,Not Specified,Credit Card,True,West,USA
973,2020-01-09 07:21:04.864864,1028,535,6,5096.553818483975,0.0,Direct,Medium,WH-3,Regular,Backorder,Satisfied,False,Late,Wire Transfer,False,East,Canada
836,2020-01-01 15:47:01.621621,1042,524,1,8471.892776672148,0.0,Online,Medium,WH-1,Overnight,Cancelled,Neutral,False,Unknown,Cash,False,South,Canada
579,2020-01-01 00:51:53.513513,1008,504,3,3286.8575036895936,0.0,Direct,High,WH-3,Express,Cancelled,Unsatisfied,True,Wrong Item,PayPal,False,South,Mexico
648,2020-01-09 18:22:42.162162,1087,511,6,7155.80921574729,0.05,Reseller,Medium,WH-1,2-Day,Backorder,Neutral,False,Late,Credit Card,True,East,USA
60,2020-01-08 08:51:53.513513,1065,534,1,5923.335459975025,0.1,Partner,High,WH-2,Express,Delivered,Satisfied,False,Damaged,PayPal,False,South,USA
371,2020-01-03 06:42:09.729729,1051,528,6,560.6009123626114,0.0,Direct,High,WH-3,Regular,Delivered,Unsatisfied,True,Not Specified,Credit Card,False,South,USA
564,2020-01-06 03:01:37.297297,1055,510,1,6806.332511100889,0.0,Online,High,WH-1,Regular,Delivered,Satisfied,False,Unknown,PayPal,False,North,Canada
193,2020-01-05 03:27:34.054054,1064,525,8,5096.553818483975,0.1,Direct,High,WH-2,Overnight,Delivered,Satisfied,True,Damaged,Wire Transfer,False,South,Mexico
956,2020-01-07 00:12:58.378378,1005,502,9,1765.2301938414723,0.0,Reseller,High,WH-3,Regular,Backorder,Neutral,False,Wrong Item,Cash,True,East,Mexico
650,2020-01-01 14:42:09.729729,1081,508,8,8792.164504873814,0.1,Reseller,Critical,WH-2,Overnight,Backorder,Neutral,False,Wrong Item,Wire Transfer,False,East,Mexico
674,2020-01-08 05:11:21.081081,1034,515,6,8290.641269528669,0.05,Online,Medium,WH-1,2-Day,Cancelled,Satisfied,True,Wrong Item,Credit Card,True,South,Mexico
791,2020-01-09 05:37:17.837837,1026,518,6,4678.628577281432,0.15,Partner,Medium,WH-1,2-Day,Cancelled,Neutral,False,Late,Wire Transfer,False,West,Mexico
729,2020-01-06 10:35:40.540540,1081,526,6,6663.271168514167,0.2,Partner,Medium,WH-2,Express,Backorder,Unsatisfied,False,Not Specified,Cash,True,East,USA
750,2020-01-04 12:58:22.702702,1094,507,5,1253.1627039963216,0.0,Reseller,High,WH-2,Express,Pending,Unsatisfied,False,Not Specified,Credit Card,True,North,USA
67,2020-01-06 09:43:47.027027,1047,522,7,9307.67592771227,0.1,Online,High,WH-2,Overnight,Delivered,Satisfied,False,Not Specified,PayPal,False,North,USA
679,2020-01-06 22:16:12.972972,1087,548,8,3423.8236002849167,0.1,Partner,Low,WH-3,Express,Backorder,Satisfied,True,Damaged,Wire Transfer,True,South,Mexico
690,2020-01-05 11:14:35.675675,1053,543,6,5786.414054813809,0.0,Partner,Critical,WH-1,Express,Pending,Neutral,False,Wrong Item,PayPal,False,East,Canada
742,2020-01-01 16:00:00.000000,1043,549,9,1056.3704002030718,0.2,Partner,Critical,WH-2,Express,Backorder,Satisfied,False,Damaged,PayPal,True,North,Canada
863,2020-01-06 21:50:16.216216,1065,549,6,9900.300667151065,0.15,Online,Critical,WH-3,Regular,Delivered,Satisfied,True,Unknown,Cash,True,East,Mexico
855,2020-01-04 19:01:37.297297,1057,508,5,3317.8185804923846,0.2,Reseller,Low,WH-2,2-Day,Backorder,Unsatisfied,True,Damaged,Credit Card,False,South,USA
433,2020-01-09 14:16:12.972972,1072,506,6,5096.553818483975,0.0,Partner,Low,WH-1,2-Day,Backorder,Satisfied,False,Damaged,PayPal,True,South,Canada
141,2020-01-01 13:24:19.459459,1022,547,9,5096.553818483975,0.2,Online,Critical,WH-1,Overnight,Cancelled,Unsatisfied,False,Late,PayPal,True,East,Mexico
859,2020-01-04 06:42:09.729729,1030,541,4,1671.195903339995,0.2,Online,High,WH-2,2-Day,Cancelled,Unsatisfied,False,Unknown,PayPal,True,South,USA
147,2020-01-04 18:22:42.162162,1090,519,8,1128.5692939271844,0.0,Online,Low,WH-3,Regular,Backorder,Unsatisfied,True,Damaged,Credit Card,True,North,Canada
860,2020-01-08 11:53:30.810810,1025,539,6,5426.336042324472,0.1,Reseller,Critical,WH-1,2-Day,Cancelled,Unsatisfied,False,Damaged,Cash,False,East,USA
303,2020-01-03 05:11:21.081081,1084,507,3,2031.5787137636644,0.2,Partner,Critical,WH-2,2-Day,Delivered,Satisfied,True,Late,PayPal,False,West,Canada
119,2020-01-04 00:51:53.513513,1016,539,1,5343.613090729348,0.2,Reseller,Low,WH-2,2-Day,Backorder,Satisfied,False,Late,PayPal,False,North,Mexico
490,2020-01-09 08:25:56.756756,1025,506,8,3071.117448826774,0.15,Reseller,Critical,WH-2,Regular,Backorder,Neutral,False,Unknown,Cash,False,East,USA
97,2020-01-05 06:55:08.108108,1029,507,3,3268.8786781910417,0.15,Direct,High,WH-1,Express,Cancelled,Neutral,True,Wrong Item,Credit Card,True,South,Canada
216,2020-01-01 18:22:42.162162,1040,508,6,3750.022398204144,0.05,Reseller,Critical,WH-1,Regular,Pending,Unsatisfied,True,Late,Cash,False,North,Mexico
872,2020-01-04 17:30:48.648648,1062,508,2,6597.285409613636,0.2,Direct,Critical,WH-3,Regular,Pending,Satisfied,False,Damaged,Credit Card,True,East,USA
858,2020-01-05 11:01:37.297297,1010,506,3,1705.9719306722404,0.05,Partner,Critical,WH-2,Regular,Delivered,Unsatisfied,True,Unknown,PayPal,False,East,Canada
662,2020-01-05 22:55:08.108108,1029,502,5,9653.059501006112,0.2,Online,Critical,WH-3,Overnight,Pending,Unsatisfied,False,Not Specified,PayPal,True,South,USA
347,2020-01-05 22:55:08.108108,1062,532,1,6483.296217129723,0.0,Reseller,Medium,WH-2,Express,Cancelled,Satisfied,True,Damaged,Wire Transfer,False,South,USA
479,2020-01-05 11:14:35.675675,1047,537,2,5096.553818483975,0.1,Online,Critical,WH-1,Express,Delivered,Neutral,False,Damaged,Credit Card,False,South,USA
352,2020-01-09 21:24:19.459459,1018,528,4,4570.350086563557,0.0,Online,Medium,WH-1,Regular,Backorder,Neutral,True,Not Specified,Credit Card,True,North,Canada
28,2020-01-04 11:14:35.675675,1005,531,2,8690.928249752793,0.0,Reseller,High,WH-1,Regular,Backorder,Neutral,True,Damaged,Credit Card,True,West,USA
214,2020-01-07 06:55:08.108108,1034,513,7,2310.7934142072727,0.05,Partner,Critical,WH-1,2-Day,Backorder,Neutral,False,Damaged,Credit Card,True,North,USA
752,2020-01-05 02:35:40.540540,1012,501,7,9126.176181505793,0.05,Partner,Critical,WH-2,Express,Pending,Unsatisfied,False,Damaged,Credit Card,False,North,USA
173,2020-01-09 15:34:03.243243,1056,529,4,5096.553818483975,0.2,Partner,Low,WH-2,Overnight,Cancelled,Satisfied,True,Not Specified,Wire Transfer,True,North,Canada
258,2020-01-07 03:40:32.432432,1006,533,6,5096.553818483975,0.0,Online,Low,WH-2,Express,Cancelled,Unsatisfied,False,Wrong Item,Credit Card,False,East,Canada
199,2020-01-06 01:43:47.027027,1017,520,5,9091.417862441644,0.1,Reseller,Critical,WH-3,2-Day,Delivered,Satisfied,True,Damaged,Wire Transfer,True,South,Canada
325,2020-01-02 16:12:58.378378,1076,545,4,4425.138913473335,0.2,Direct,Medium,WH-2,Overnight,Backorder,Satisfied,True,Damaged,Wire Transfer,False,South,USA
164,2020-01-06 03:53:30.810810,1081,515,1,8906.12361811204,0.0,Partner,Critical,WH-3,Express,Delivered,Unsatisfied,False,Late,PayPal,False,North,Canada
935,2020-01-03 17:43:47.027027,1013,521,3,4474.700567094169,0.05,Online,Critical,WH-2,Regular,Cancelled,Satisfied,True,Late,Wire Transfer,False,North,Canada
657,2020-01-09 04:58:22.702702,1073,503,5,4708.820210207385,0.15,Online,Medium,WH-1,Express,Cancelled,Unsatisfied,True,Wrong Item,PayPal,True,East,Mexico
464,2020-01-05 14:29:11.351351,1001,501,8,5096.553818483975,0.0,Online,Critical,WH-2,Express,Cancelled,Neutral,True,Damaged,Credit Card,False,East,Mexico
442,2020-01-04 06:42:09.729729,1082,505,2,2647.7511746003456,0.0,Partner,Medium,WH-2,Express,Cancelled,Unsatisfied,True,Unknown,Credit Card,True,North,Mexico
524,2020-01-05 06:55:08.108108,1020,550,5,1477.004625496029,0.2,Online,Medium,WH-2,Overnight,Cancelled,Unsatisfied,False,Wrong Item,Credit Card,True,South,Mexico
994,2020-01-09 06:55:08.108108,1080,514,1,6085.920479906411,0.15,Reseller,Medium,WH-1,Regular,Delivered,Neutral,False,Not Specified,Credit Card,False,East,Canada
205,2020-01-03 01:43:47.027027,1013,560,7,6803.474142177796,0.0,Reseller,Medium,WH-3,Overnight,Pending,Neutral,True,Wrong Item,Wire Transfer,False,West,USA
971,2020-01-07 15:47:01.621621,1048,555,6,1368.5089222628126,0.15,Direct,High,WH-1,Express,Pending,Neutral,True,Damaged,Cash,False,West,Mexico
137,2020-01-04 02:09:43.783783,1082,556,7,8113.734874118059,0.1,Reseller,Medium,WH-3,Express,Backorder,Satisfied,False,Unknown,Credit Card,False,West,Mexico
232,2020-01-06 18:09:43.783783,1021,541,3,7463.50101861492,0.15,Online,High,WH-3,Overnight,Backorder,Neutral,False,Damaged,Cash,True,North,Canada
6,2020-01-01 15:21:04.864864,1049,553,3,5103.110953260103,0.05,Direct,Medium,WH-1,Express,Delivered,Satisfied,True,Wrong Item,Wire Transfer,True,West,USA
116,2020-01-07 12:32:25.945945,1080,535,8,5350.517195865819,0.0,Direct,Critical,WH-2,Regular,Cancelled,Satisfied,False,Not Specified,Cash,True,East,Canada
295,2020-01-06 17:43:47.027027,1005,512,7,9359.271344983465,0.05,Online,High,WH-3,Express,Delivered,Neutral,False,Late,PayPal,False,West,Canada
995,2020-01-05 01:04:51.891891,1040,506,5,4551.747598797681,0.15,Direct,High,WH-1,Regular,Pending,Unsatisfied,False,Damaged,Credit Card,True,East,Canada
376,2020-01-01 01:43:47.027027,1067,550,6,3785.157934899037,0.05,Partner,Low,WH-3,Overnight,Cancelled,Neutral,False,Unknown,PayPal,True,West,Mexico
441,2020-01-03 01:30:48.648648,1062,537,2,2631.0263091084994,0.1,Direct,Low,WH-2,Regular,Backorder,Satisfied,True,Damaged,Cash,False,North,Canada
470,2020-01-01 09:43:47.027027,1087,501,8,4223.150347967136,0.1,Partner,Low,WH-2,Express,Backorder,Satisfied,False,Wrong Item,Cash,True,East,Mexico
13,2020-01-03 23:21:04.864864,1059,505,6,1868.748467125396,0.05,Online,Critical,WH-2,2-Day,Cancelled,Neutral,True,Not Specified,Credit Card,True,East,Mexico
494,2020-01-03 21:37:17.837837,1002,550,2,9889.99944265307,0.2,Partner,High,WH-3,Express,Cancelled,Satisfied,True,Late,Credit Card,True,South,USA
326,2020-01-03 22:16:12.972972,1099,551,4,6920.317788488699,0.1,Reseller,High,WH-1,Express,Delivered,Neutral,False,Late,Credit Card,False,South,USA
469,2020-01-05 06:55:08.108108,1054,512,3,5096.553818483975,0.05,Partner,Low,WH-2,Overnight,Backorder,Unsatisfied,False,Unknown,Cash,True,East,Mexico
552,2020-01-08 04:45:24.324324,1078,532,3,9324.165723532871,0.2,Direct,Critical,WH-2,Regular,Backorder,Unsatisfied,False,Wrong Item,PayPal,False,South,Canada
708,2020-01-08 12:19:27.567567,1029,514,8,9708.5572166997,0.0,Direct,Critical,WH-2,2-Day,Cancelled,Satisfied,False,Damaged,Wire Transfer,False,East,Canada
415,2020-01-09 23:08:06.486486,1047,514,2,9301.406080583756,0.1,Direct,Critical,WH-2,Overnight,Pending,Unsatisfied,True,Not Specified,Wire Transfer,False,West,Mexico
568,2020-01-07 03:14:35.675675,1074,517,3,5980.37141245648,0.15,Direct,High,WH-1,Overnight,Cancelled,Neutral,False,Damaged,Credit Card,True,South,Mexico
576,2020-01-01 11:14:35.675675,1050,508,8,4362.610104914987,0.05,Online,Critical,WH-1,Regular,Cancelled,Satisfied,True,Wrong Item,PayPal,False,South,Canada
207,2020-01-06 21:24:19.459459,1025,554,1,4322.859463343461,0.2,Reseller,High,WH-1,2-Day,Cancelled,Unsatisfied,False,Not Specified,Credit Card,True,North,Canada
596,2020-01-01 22:42:09.729729,1088,533,1,3573.5389186121697,0.05,Online,High,WH-3,Regular,Cancelled,Unsatisfied,False,Damaged,Wire Transfer,True,North,Mexico
171,2020-01-09 21:11:21.081081,1079,525,3,7209.33854427499,0.05,Partner,Medium,WH-2,Overnight,Cancelled,Neutral,True,Not Specified,Credit Card,False,West,USA
944,2020-01-06 21:37:17.837837,1092,553,7,5096.553818483975,0.0,Partner,Medium,WH-2,Regular,Delivered,Unsatisfied,False,Not Specified,PayPal,False,North,Canada
772,2020-01-02 22:42:09.729729,1087,558,1,8813.769376900946,0.15,Reseller,Low,WH-1,Overnight,Cancelled,Unsatisfied,True,Wrong Item,PayPal,False,East,USA
11,2020-01-05 04:45:24.324324,1089,560,2,6016.641303265707,0.1,Partner,Low,WH-3,Express,Delivered,Neutral,False,Damaged,Wire Transfer,True,North,USA
465,2020-01-01 03:27:34.054054,1046,505,1,3930.2099002398536,0.15,Online,Critical,WH-2,Express,Backorder,Unsatisfied,False,Damaged,PayPal,False,West,Mexico
563,2020-01-03 19:40:32.432432,1029,543,3,3311.354279647853,0.15,Online,High,WH-3,Overnight,Pending,Satisfied,False,Damaged,PayPal,True,East,Canada
652,2020-01-01 20:06:29.189189,1014,514,1,7437.3673005309265,0.1,Reseller,Low,WH-2,2-Day,Cancelled,Neutral,False,Not Specified,Cash,False,North,Mexico
206,2020-01-07 17:43:47.027027,1084,522,7,4406.376144384185,0.0,Direct,High,WH-1,Regular,Delivered,Satisfied,False,Damaged,Cash,True,West,Mexico
699,2020-01-07 01:43:47.027027,1046,511,8,6918.797570967194,0.1,Partner,Medium,WH-3,Overnight,Pending,Satisfied,False,Damaged,PayPal,False,North,USA
19,2020-01-06 23:21:04.864864,1099,531,3,3411.402946406793,0.2,Reseller,High,WH-1,Regular,Pending,Neutral,False,Late,Credit Card,False,North,Canada
530,2020-01-09 06:55:08.108108,1071,547,4,6926.595620445742,0.0,Direct,High,WH-2,Express,Pending,Unsatisfied,False,Wrong Item,PayPal,True,North,Mexico
350,2020-01-06 18:22:42.162162,1042,559,4,5547.293174333853,0.15,Reseller,Low,WH-1,Overnight,Cancelled,Satisfied,False,Not Specified,Cash,False,East,Canada
905,2020-01-05 13:37:17.837837,1020,555,2,2218.473063099534,0.0,Online,Critical,WH-1,Regular,Pending,Neutral,True,Unknown,PayPal,False,North,Mexico
639,2020-01-09 16:00:00.000000,1053,525,5,4325.685349448322,0.2,Direct,Medium,WH-3,2-Day,Pending,Unsatisfied,False,Unknown,Cash,False,North,Canada
396,2020-01-08 16:00:00.000000,1086,554,5,2022.1432092768096,0.1,Reseller,Medium,WH-3,Regular,Backorder,Neutral,False,Wrong Item,PayPal,True,East,USA
463,2020-01-01 10:22:42.162162,1023,541,9,1917.8699625440024,0.2,Partner,Medium,WH-1,2-Day,Cancelled,Neutral,False,Late,PayPal,True,West,USA
617,2020-01-06 16:51:53.513513,1019,513,3,9597.500639589583,0.05,Partner,Critical,WH-1,Express,Backorder,Satisfied,True,Damaged,Wire Transfer,True,North,Canada
366,2020-01-06 03:27:34.054054,1017,558,8,3430.448674150098,0.1,Partner,High,WH-1,Express,Backorder,Satisfied,True,Late,Wire Transfer,False,West,Canada
948,2020-01-01 02:22:42.162162,1025,552,1,5856.982750026322,0.2,Online,Medium,WH-2,2-Day,Pending,Neutral,False,Unknown,Cash,True,East,USA
41,2020-01-01 12:32:25.945945,1001,527,2,3933.3359011382704,0.0,Reseller,High,WH-1,2-Day,Delivered,Unsatisfied,True,Not Specified,Wire Transfer,True,North,Canada
49,2020-01-09 14:55:08.108108,1034,524,9,9538.725843799371,0.0,Online,Critical,WH-3,Overnight,Cancelled,Unsatisfied,True,Damaged,Cash,True,North,USA
965,2020-01-03 20:06:29.189189,1048,503,6,5096.553818483975,0.05,Direct,Critical,WH-3,2-Day,Pending,Neutral,True,Wrong Item,Cash,False,North,Mexico
220,2020-01-06 00:12:58.378378,1006,518,2,7481.795550251495,0.0,Online,Medium,WH-3,Overnight,Delivered,Satisfied,True,Damaged,PayPal,True,South,USA
957,2020-01-04 08:25:56.756756,1011,541,8,5096.553818483975,0.2,Partner,Medium,WH-2,Overnight,Backorder,Satisfied,True,Unknown,Cash,True,South,Mexico
713,2020-01-01 09:04:51.891891,1036,546,3,2038.2685630060305,0.2,Partner,Medium,WH-1,Overnight,Delivered,Satisfied,False,Late,Credit Card,False,East,Canada
17,2020-01-01 21:24:19.459459,1033,557,6,1281.587080632088,0.0,Online,Low,WH-1,2-Day,Cancelled,Neutral,True,Unknown,Cash,True,South,Mexico
160,2020-01-01 06:55:08.108108,1094,525,5,6945.74969878006,0.15,Reseller,Critical,WH-2,Regular,Delivered,Neutral,False,Late,PayPal,True,North,Mexico
925,2020-01-07 20:58:22.702702,1061,540,5,1763.5930896196237,0.05,Direct,Critical,WH-3,Express,Pending,Satisfied,False,Damaged,Cash,True,East,USA
109,2020-01-03 10:22:42.162162,1053,526,9,7809.764493779448,0.1,Direct,High,WH-3,Overnight,Backorder,Neutral,False,Damaged,Cash,False,West,Canada
31,2020-01-03 11:40:32.432432,1023,502,4,5096.553818483975,0.05,Online,Critical,WH-3,Regular,Delivered,Satisfied,False,Not Specified,Credit Card,False,South,USA
229,2020-01-08 04:19:27.567567,1033,533,5,5693.608979685237,0.0,Partner,Low,WH-3,2-Day,Backorder,Neutral,False,Wrong Item,Credit Card,False,South,USA
241,2020-01-03 12:58:22.702702,1095,557,1,5096.553818483975,0.1,Reseller,High,WH-2,Overnight,Backorder,Satisfied,False,Damaged,PayPal,True,North,Canada
391,2020-01-06 14:55:08.108108,1097,539,2,5096.553818483975,0.2,Partner,Critical,WH-2,Express,Delivered,Neutral,True,Wrong Item,Cash,False,South,USA
